filename,module_name,module_params,execution_time,passage_filter_retrieval_f1,passage_filter_retrieval_recall,passage_filter_retrieval_precision,is_best
0.parquet,pass_passage_filter,{},5.841255187988281e-05,0.3333333333333334,1.0,0.20000000000000004,False
1.parquet,similarity_threshold_cutoff,{'threshold': 0.85},0.07735952309199742,0.7166666666666667,0.8571428571428571,0.6648809523809524,False
2.parquet,similarity_percentile_cutoff,{'percentile': 0.6},0.05213433504104614,0.0,0.0,0.0,False
3.parquet,threshold_cutoff,{'threshold': 0.85},6.278072084699358e-05,0.8321428571428571,0.9642857142857143,0.7857142857142857,True
4.parquet,percentile_cutoff,{'percentile': 0.6},0.00015482732227870395,0.5,1.0,0.3333333333333334,False
