filename,module_name,module_params,execution_time,passage_filter_retrieval_f1,passage_filter_retrieval_recall,passage_filter_retrieval_precision,passage_filter_retrieval_ndcg,passage_filter_retrieval_map,passage_filter_retrieval_mrr,is_best
0.parquet,pass_passage_filter,{},6.377472067778965e-05,0.3836477987421384,0.5094339622641509,0.32075471698113206,0.40937105127167456,0.4716981132075472,0.4716981132075472,False
1.parquet,similarity_threshold_cutoff,{'threshold': 0.85},0.03546260887721799,0.37735849056603776,0.41509433962264153,0.3584905660377358,0.3700593809955747,0.39622641509433965,0.39622641509433965,False
2.parquet,similarity_percentile_cutoff,{'percentile': 0.6},0.03021697278292674,0.0,0.0,0.0,0.0,0.0,0.0,False
3.parquet,threshold_cutoff,{'threshold': 0.85},4.323023670124558e-05,0.4528301886792453,0.4716981132075472,0.44339622641509435,0.4485604832918695,0.4528301886792453,0.4528301886792453,True
4.parquet,percentile_cutoff,{'percentile': 0.6},0.00017427948285948555,0.4339622641509434,0.4339622641509434,0.4339622641509434,0.4339622641509434,0.4339622641509434,0.4339622641509434,False
