filename,module_name,module_params,execution_time,passage_reranker_retrieval_f1,passage_reranker_retrieval_recall,passage_reranker_retrieval_precision,passage_reranker_retrieval_ndcg,passage_reranker_retrieval_map,passage_reranker_retrieval_mrr,is_best
0.parquet,pass_reranker,{'top_k': 2},4.825052225364829e-05,0.32075471698113206,0.4528301886792453,0.25471698113207547,0.3385045785610503,0.4056603773584906,0.4056603773584906,False
1.parquet,tart,{'top_k': 2},0.107401523949965,0.37735849056603776,0.5094339622641509,0.3113207547169811,0.40207194170121147,0.4716981132075472,0.4716981132075472,False
2.parquet,upr,{'top_k': 2},1.8909728707007643,0.37106918238993714,0.5094339622641509,0.3018867924528302,0.3696123580776061,0.4339622641509434,0.4339622641509434,False
3.parquet,rankgpt,{'top_k': 2},0.10972752211228856,0.3459119496855346,0.4716981132075472,0.2830188679245283,0.35579668186985614,0.41509433962264153,0.41509433962264153,False
4.parquet,colbert_reranker,{'top_k': 2},0.15216157121478385,0.36477987421383645,0.5094339622641509,0.29245283018867924,0.38051013300502984,0.46226415094339623,0.46226415094339623,False
5.parquet,sentence_transformer_reranker,{'top_k': 2},0.019337060316553654,0.35220125786163525,0.49056603773584906,0.2830188679245283,0.3759049076024465,0.4528301886792453,0.4528301886792453,False
6.parquet,flag_embedding_reranker,"{'top_k': 2, 'batch': 16}",0.16817617866228213,0.3836477987421384,0.5094339622641509,0.32075471698113206,0.40937105127167456,0.4716981132075472,0.4716981132075472,True
