filename,module_name,module_params,execution_time,retrieval_f1,retrieval_recall,retrieval_precision,retrieval_ndcg,retrieval_map,retrieval_mrr,is_best
0.parquet,bm25,{'top_k': 10},0.011824173586709159,0.1818181818181818,1.0,0.10000000000000002,0.8935669103600299,0.8621031746031746,0.8621031746031746,False
1.parquet,vectordb,"{'top_k': 10, 'embedding_model': 'openai', 'embedding_batch': 256}",0.1848681824547904,0.1753246753246753,0.9642857142857143,0.09642857142857145,0.28582287410273605,0.10345804988662133,0.10345804988662133,False
2.parquet,hybrid_rrf,"{'top_k': 10, 'rrf_k': 10, 'target_modules': ('bm25', 'vectordb'), 'target_module_params': ({'top_k': 10}, {'top_k': 10, 'embedding_model': 'openai', 'embedding_batch': 256})}",0.19669235604149948,0.1818181818181818,1.0,0.10000000000000002,0.8108354292922008,0.7470238095238094,0.7470238095238094,False
3.parquet,hybrid_rrf,"{'top_k': 10, 'rrf_k': 3, 'target_modules': ('bm25', 'vectordb'), 'target_module_params': ({'top_k': 10}, {'top_k': 10, 'embedding_model': 'openai', 'embedding_batch': 256})}",0.19669235604149948,0.1818181818181818,1.0,0.10000000000000002,0.8469758579731926,0.7994472789115646,0.7994472789115646,False
4.parquet,hybrid_rrf,"{'top_k': 10, 'rrf_k': 5, 'target_modules': ('bm25', 'vectordb'), 'target_module_params': ({'top_k': 10}, {'top_k': 10, 'embedding_model': 'openai', 'embedding_batch': 256})}",0.19669235604149948,0.1818181818181818,1.0,0.10000000000000002,0.8236226614343443,0.7664115646258504,0.7664115646258504,False
5.parquet,hybrid_cc,"{'top_k': 10, 'weights': (0.5, 0.5), 'target_modules': ('bm25', 'vectordb'), 'target_module_params': ({'top_k': 10}, {'top_k': 10, 'embedding_model': 'openai', 'embedding_batch': 256})}",0.19669235604149948,0.1688311688311688,0.9285714285714286,0.09285714285714287,0.7859501106065025,0.7396825396825397,0.7396825396825397,False
6.parquet,hybrid_cc,"{'top_k': 10, 'weights': (0.7, 0.3), 'target_modules': ('bm25', 'vectordb'), 'target_module_params': ({'top_k': 10}, {'top_k': 10, 'embedding_model': 'openai', 'embedding_batch': 256})}",0.19669235604149948,0.1688311688311688,0.9285714285714286,0.09285714285714287,0.8696827105049761,0.8515306122448979,0.8515306122448979,False
7.parquet,hybrid_cc,"{'top_k': 10, 'weights': (0.3, 0.7), 'target_modules': ('bm25', 'vectordb'), 'target_module_params': ({'top_k': 10}, {'top_k': 10, 'embedding_model': 'openai', 'embedding_batch': 256})}",0.19669235604149948,0.1688311688311688,0.9285714285714286,0.09285714285714287,0.28680301344716713,0.11190476190476192,0.11190476190476192,False
8.parquet,hybrid_rsf,"{'top_k': 10, 'weights': (0.5, 0.5), 'target_modules': ('bm25', 'vectordb'), 'target_module_params': ({'top_k': 10}, {'top_k': 10, 'embedding_model': 'openai', 'embedding_batch': 256})}",0.19669235604149948,0.1688311688311688,0.9285714285714286,0.09285714285714287,0.7859501106065025,0.7396825396825397,0.7396825396825397,False
9.parquet,hybrid_rsf,"{'top_k': 10, 'weights': (0.7, 0.3), 'target_modules': ('bm25', 'vectordb'), 'target_module_params': ({'top_k': 10}, {'top_k': 10, 'embedding_model': 'openai', 'embedding_batch': 256})}",0.19669235604149948,0.1688311688311688,0.9285714285714286,0.09285714285714287,0.8696827105049761,0.8515306122448979,0.8515306122448979,False
10.parquet,hybrid_rsf,"{'top_k': 10, 'weights': (0.3, 0.7), 'target_modules': ('bm25', 'vectordb'), 'target_module_params': ({'top_k': 10}, {'top_k': 10, 'embedding_model': 'openai', 'embedding_batch': 256})}",0.19669235604149948,0.1688311688311688,0.9285714285714286,0.09285714285714287,0.28680301344716713,0.11190476190476192,0.11190476190476192,False
11.parquet,hybrid_dbsf,"{'top_k': 10, 'weights': (0.5, 0.5), 'target_modules': ('bm25', 'vectordb'), 'target_module_params': ({'top_k': 10}, {'top_k': 10, 'embedding_model': 'openai', 'embedding_batch': 256})}",0.19669235604149948,0.1818181818181818,1.0,0.10000000000000002,0.8013442326960877,0.7370039682539682,0.7370039682539682,False
12.parquet,hybrid_dbsf,"{'top_k': 10, 'weights': (0.7, 0.3), 'target_modules': ('bm25', 'vectordb'), 'target_module_params': ({'top_k': 10}, {'top_k': 10, 'embedding_model': 'openai', 'embedding_batch': 256})}",0.19669235604149948,0.1818181818181818,1.0,0.10000000000000002,0.8966912149712225,0.865221088435374,0.865221088435374,True
13.parquet,hybrid_dbsf,"{'top_k': 10, 'weights': (0.3, 0.7), 'target_modules': ('bm25', 'vectordb'), 'target_module_params': ({'top_k': 10}, {'top_k': 10, 'embedding_model': 'openai', 'embedding_batch': 256})}",0.19669235604149948,0.1818181818181818,1.0,0.10000000000000002,0.3503211301504355,0.16982709750566888,0.16982709750566888,False
